sentiment,topic,sentence
0,1,hệ_thống chấm wecode kém thông_minh chấm sai kết tương_đương kết lỗi ngớ_ngẩn .
2,0,giảng_viên trợ_giảng nhiệt_tình học_sinh .
0,1,nêu công_thức dạy văn bổ_túc .
2,0,kiến_thức bổ_ích sinh_viên tận_tâm .
0,0,giải kiến_thức .
2,0,thầy học_sinh .
0,2,cường chất wifi phòng lab .
0,1,đi phủ kiến kiến tảng trường đại_học tụi trải đào rèn_luyện môi_trường doanh_nghiệp .
0,1,giáo_trình hướng giải tập trường dường giáo_trình bao lý_thuyết tập giáo_trình hướng giải tập .
0,1,đơn_giản_hóa .
0,0,slide giảng nội_dung .
0,0,giảng_viên bận nghỉ .
0,3,hơi choáng học .
0,0,môn nhập_môn quản_trị doanh_nghiệp thầy wzjwz dạy xuyên nghỉ học thông_báo .
0,0,hơi .
1,0,giải tập .
2,1,tập bám nội_dung lý_thuyết .
2,0,giảng_dạy .
2,0,tận_tâm nhiệt_tình kiến_thức sinh_viên .
2,0,thầy dạy tập .
2,0,giảng_dạy chi_tiết .
2,0,dạy tâm .
0,1,cung tài_liệu xác .
0,0,thầy giảng hơi sinh_viên tụi lắng .
2,0,ứng_dụng kiến_thức học thực_tiễn hứng_thú sinh_viên .
2,0,giảng_viên nhiệt_tình tận_tâm giảng .
0,0,thầy tập .
2,3,hấp .
2,0,tận_tình kiến_thức .
0,0,thầy chép .
0,0,tâm dạy .
2,0,thầy truyền giảng .
0,0,hôm thầy nạp bọn kiến_thức .
0,1,kiểm_tra học_tập sinh_viên .
2,3,hài .
0,1,học ngoại_khoá .
0,0,giảng_dạy hầu hướng tận_tình tập bất hợp_lý .
0,1,tiết thực_hành .
2,0,tụi thầy .
0,0,mong thầy thầy wzjwz .
0,1,hoạt_động giao_tiếp bắng tiếng .
2,0,dạy vui .
0,0,tập kỳ_quan .
0,0,thầy tập .
0,0,giảng_viên sửa tập .
2,0,thầy nhiệt_tình giải_đáp thắc_mắc sinh_viên .
2,0,thầy nhiệt_tình giảng_dạy môi_trường sinh_viên học_tập .
0,1,tập lớp hơi_hướng hơi .
0,1,cung tài_liệu tập sinh_viên .
0,1,nội_dung tiếp_thu .
0,0,mong dạy hiệu sinh_viên yêu_thương .
2,0,giáo_viên tuyệt_vời .
2,3,english is good .
2,0,nhiệt_tình khả_năng truyền .
0,0,dạy môn giảng_viên vô_tình phân sinh_viên giỏi giỏi yếu học học yếu .
2,0,dạy vui .
0,1,đầu_tư vô môn java .
0,0,góp hoàn_chỉnh đồ_án thầy sơ_sài chỗ sai thức thầy chấm kỹ .
0,0,lượt giải ví_dụ slide dõi nắm_bắt .
2,0,nhiệt_tình tận_tâm .
0,0,mặt sinh_viên đầu tiết thực_hành miễn nghỉ tuần tuần đồ_án giao sinh_viên .
0,0,thầy dạy kết_thúc .
0,0,giáo_viên code mẫu sinh_viên .
2,1,thời khóa biểu linh_hoạt sinh_viên đi thực_tập .
2,0,thầy dạy kỹ .
0,0,lớp muộn .
0,3,hình_thức danh .
2,0,thầy dạy nhiệt_tình_cảm_hứng yêu sinh_viên môn_học học .
2,0,tận_tình gũi .
0,0,thầy dạy hơi đa sinh_viên kịp .
0,0,chấm công thực_hành máy trường chấm cài mềm laptop .
1,0,thầy đồng_loạt code chạy demo thầy chấm may thay thầy source code chang thầy tra lý_thuyết đề_tài .
2,0,thầy dạy tận_tâm .
2,0,giảng_viên nhiệt_tình truyền .
2,0,thông ngành tiết giảng_dạy thầy .
2,0,giảng_viên dạy .
2,0,giáo_viên hướng kỹ .
2,0,tiếp_thu thân_thiện nhiệt_tình .
0,1,bớt speaking bắt kịp tốc_độ giảng_dạy .
0,0,giảng_dạy hơi .
0,0,giảng hơi .
0,0,xuyên nghỉ báo sinh_viên .
2,1,môn_học cung kiến_thức bổ_ích .
0,1,tập ngập mặt deadline đỡ .
2,0,trò tiếp_cận môn_học mẻ hiệu giảng_viên nhiệt_tình tận_tâm học .
2,0,thầy thầy tuyệt_vời mong thầy lửa khóa .
2,0,giảng_dạy kỹ kiến_thức ví_dụ tập hướng sinh_viên giải tập .
2,0,thầy tập .
2,0,thắc_mắc sinh_viên .
2,0,hoạt_động giảng_dạy lớp phong_phú .
0,0,giảng_viên wzjwz dạy thầy wzjwz xét .
0,0,dạy sinh_viên kịp ví_dụ tập tập lướt sinh_viên kịp phát_âm chuẩn .
0,0,hoạt_động giảng_dạy giáo_viên trình_độ học lớp .
2,0,dạy tuyệt_vời gi .
2,0,thầy ví_dụ .
0,1,giảng khô_khan .
2,0,thầy tận_tình sinh_viên .
0,1,đôi lố giảng .
2,0,trình_bày tập ràng .
2,0,thầy nhiệt_tình tận_tâm sinh_viên .
0,0,sinh_viên .
2,0,thầy dạy cám_ơn thầy .
2,0,giáo_viên vui bụng .
0,0,giảng_viên kết kết .
2,0,thầy tâm_huyết truyền kinh_nghiệm nhắc_nhở sinh_viên thức học .
2,0,thầy nhiệt_tình sinh_viên .
0,0,giảng hơi buồn_ngủ .
0,0,đôi giảng_viên .
2,1,giảng hơi .
0,1,môn chẳng môn_học xàm xàm học chẳng thu kiến_thức .
0,0,hoạt_náo buồn_ngủ .
0,2,trang thiết chất máy_chiếu mờ chất thuyết_trình giảng_dạy .
0,0,sinh_viên giảng_viên trao_đổi gắn_kết .
0,0,lớp .
2,0,tận_tâm vui_vẻ hòa đồng .
2,0,gợi học .
2,1,môn_học trang kiến_thức tổng_quát ngành học .
0,0,đi trễ dạy chậm .
1,0,tiết học_sinh_viên thuyết_trình .
2,0,giảng .
0,2,hệ_thống âm phòng học .
2,0,tận_tâm nhiệt_tình .
0,2,phòng học thực_hành bé bụi bẩn hệ_thống máy .
0,2,lớp_học chật sinh_viên .
1,0,khả_năng truyền xuất_sắc .
2,0,giảng_viên giảng_dạy nhiệt_tình đóng_góp kiến thẳng thắng áp_lực chấm chuẩn_xác .
2,0,thầy dạy tận_tâm nhiệt_tình vui .
2,0,thầy giảng nhiệt_tình nội_dung slide giảng chi_tiết .
0,0,góp dạy lý_thuyết chỗ trọng_tâm thiết_thực môn_học thầy nhấn giảng_giải chỗ .
1,0,nghiêm_túc .
2,0,giảng tập .
2,0,sinh_viên .
0,0,hài nghỉ kỳ dạy_học bù chạy .
2,0,giảng_viên hài_hước .
0,1,nội_dung ôn_tập thi kỳ kỳ đa_dạng lý_thuyết suy_luận thay tập sinh_viên nội_dung môn_học_tập .
0,1,thực_hành giảng_viên sinh_viên file tập bắt sinh_viên hướng .
2,0,giảng_viên hướng tận_tình chu_đáo .
0,1,tổ_chức thi hình_thức trăc nghiệm .
0,0,giảng_dạy hứng_thú sinh_viên học .
0,1,thực_hành sát môn_học .
2,0,tận_tình sinh_viên .
0,1,slide thầy sinh_viên chỗ sai .
0,0,giảng_viên xuyên lớp trường_hợp thay giảng_viên .
2,0,thầy dạy nắm kiến_thức .
2,0,nhiệt_tình thoải_mái giải_đáp thắc_mắc sinh_viên .
0,1,thực_hành .
0,0,tập kêu nộp giải .
0,0,đôi hơi nhàm_chán .
1,0,lớp thầy thầy wzjwz thầy doubledot wzjwz wzjwz wzjwz .
0,1,đa học chương_trình đại_học quốc_gia .
2,0,dạy nhiệt_tình tâm_huyết .
2,0,thầy deadline hằng tuần kiến_thức sinh_viên .
0,1,nêu ví_dụ chi_tiết tập .
0,2,phòng học chất trời nóng bố_trí quạt dãy hai phòng .
0,0,hiện mặt thầy .
0,0,sinh_viên cảm_giác thầy giảng .
1,1,hoàn_thiện giáo_trình thực_hành .
0,1,slide .
2,1,nắm_bắt khái_quát ban_đầu môn_học .
0,0,thầy dạy tường_tận sinh_viên rơi hố_đen .
2,0,giảng_viên dạy mặt .
2,0,dạy truyền .
2,0,giảng_viên dạy hướng ràng .
2,0,giảng_viên hợp_lý giảng_dạy .
0,3,đôi đề lâp trình hề đọc kiến_thức phút .
0,1,kiểm_tra code giấy thay code máy sửa lỗi chỉnh .
2,0,giáo_viên tận_tình giảng_dạy .
2,0,giáo_viên dạy nhiệt_tình hiệu .
0,2,phòng lab đáp_ứng .
0,0,giọng hơi hài .
2,3,
2,1,tập thực_hành áp_dụng kiến_thức học lớp .
2,0,giảng_viên nhiệt_tình tài_liệu gờ lớp .
2,0,thầy dạy hài_hước .
0,1,câu lạc_bộ văn .
0,0,quy_định ràng quy_định sinh_viên đồ_án gửi mail thông_báo sinh_viên kịp .
2,0,giảng_viên nhiệt_tình giảng_dạy kỹ chi_tiết bám sát chương_trình .
0,1,giáo_trình tài_liệu sinh_viên .
2,0,thầy wzjwz tích_cực chủ_động giải ví_dụ .
0,0,đôi dạy hơi .
2,0,dạy chương_trình tích_cực kiểm_tra học_sinh .
0,0,đôi nghiêm_túc .
2,0,giảng_viên tận_tình dạy truyền .
0,0,mong phòng đào xếp .
0,1,tiết thực_hành đồ_án .
2,0,thầy dạy nhiệt_tình nội_dung dạy truyền chi_tiết .
2,0,dạy kết_hợp thuyết_trình tiết góp sinh_viên giúp phát_triển kỹ_năng sinh_viên .
0,2,phòng lab thiết chất học_tập môn_học .
0,0,thầy lớp muộn phút .
0,2,phòng học máy .
2,0,thầy_giáo vui_nhiệt_huyết giảng_dạy .
2,1,sinh_viên trau_dồi kiến_thức cải_thiện .
2,0,lớp vắng thầy gọi lớp trưởng nhác nhở lớp đi học .
0,1,kiến_thức trải .
0,0,giảng sinh_viên giải_đáp thắc_mắc sinh_viên phàn_nàn dạy thầy .
2,0,tâm_huyết nhiệt_tình sinh_viên .
2,0,thầy dạy tận_tình sinh_viên .
2,0,giảng_viên tận_tâm nhiệt_tình giảng kỹ .
0,0,giảng_viên hiệu lớp_học .
0,0,đôi tiếp_thu .
2,0,thầy dạy nhiệt_tình thầy năng_động giải_đáp khúc_mắc sinh_viên khúc_mắc đồ_án .
0,1,bất_cập tiến_độ thực_hành đi lý_thuyết thực_hành thực_hành hiều thông tiếp_thu học_kỳ lý_thuyết dạy .
0,3,sinh_viên .
2,0,thưa thầy dạy áp_dụng học dòng code chạy lớp .
2,0,dạy nhiệt_tình .
0,0,trình_độ chuyên_môn ngại .
0,1,thi game trường tổ_chức thi_viết mềm tưởng mềm hướng học_sinh_học_tập thi_đua năng_động sinh_viên .
2,0,truyền chi_tiết .
0,0,nghiêm_khắc học .
2,0,nhiệt_tình dạy chi_tiết nội_dung course cẩn_thận .
0,1,ví_dụ minh_họa hứng_thú học_tập .
0,1,quan công giảng_dạy sinh_viên khoa thiên_vị khoa wzjwz .
0,0,sinh_viên .
0,1,ứng_dụng .
0,1,xếp học_sinh_viên giảng_viên .
2,0,thầy wzjwz dạy cực_kỳ .
0,0,đôi giảng .
2,0,liên_hệ môn_học .
0,3,hài lắm .
0,1,tập sinh_viên đồ_án học môn .
2,0,giảng_viên giảng_dạy ví_dụ minh_họa giúp sinh_viên tiếp_thu .
0,0,thông_báo sinh_viên sinh_viên trường dot .
2,0,giảng_viên nhiệt_tình lớp .
2,3,vui_vẻ nhiệt_tình .
0,1,lý_thuyết học xong sinh_viên đề_xuất tỷ_lệ thực_hành tối_đa kết học_tập sinh_viên .
0,0,giảng_viên ví_dụ thực_tiễn minh_họa học giảng lý_thuyết trừu_tượng sửa tập sinh_viên sửa lỗi tập .
0,0,nghỉ lớp dạy .
2,0,thầy giảng nhiệt_tình .
0,0,thực_lực sinh_viên .
0,0,giảng sinh_viên sinh_viên thắc_mắc giải_đáp cặn_kẽ mơ_hồ .
2,0,nhiệt_tình giải_đáp thắc_mắc kịp_thời .
2,3,mày_mò kiếm trông_đợi giải_đáp giảng_viên .
0,1,cập_nhật chuẩn web progressive web app amp tác_động seo .
0,2,chỉnh máy_lạnh thời_tiết .
0,0,giáo_viên cung slide giảng sinh_viên sinh_viên nghiên_cứu học .
2,0,thầy dạy ví_dụ minh_họa thực_tiễn .
0,1,cung giới_thiệu tài_liệu tham_khảo chép bảng tốn hơi .
2,2,thực_hành thiết_thực .
0,1,cường ôn_tập kiểm_tra doubledot đề kiểm_tra tham_khảo sinh_viên .
0,1,tập dạy toán tập deadline phút lớp kiểu kiểm_tra .
0,0,giản viên tương_tác sinh_viên đọc slide xong .
2,0,thầy dạy nhiệt_tình .
2,0,thầy dạy nhiệt_tình tâm_huyết .
2,0,giảng_viên giảng_dạy hiệu tiếng .
2,0,nhiệt_tình tận_tâm tuyệt_vời .
2,0,thầy colonlove thầy vui ghê cười đùa thân_thiện .
2,0,thầy giải thực_hành sinh_viên .
0,3,dàng vận_dụng kiến_thức lớp .
2,0,truyền nhiệt_tình thân_thiện sinh_viên .
2,0,tiết sửa tập .
2,0,thầy tận_tâm dạy .
1,0,giảng_viên tập .
2,0,giảng_viên vui_vẻ nhiệt_tình kỹ_năng truyền .
0,0,độ thầy nghiêm_túc quy cũ .
2,0,thầy dạy vui nhiệt_tình gũi học_sinh .
1,3,kiến_chất môn_học_sinh_viên .
1,0,giọng hơi quen .
0,1,phong_trào tiếng .
2,0,vui tận_tình .
2,0,giảng_dạy tận_tình khí học_tập vui_vẻ .
0,1,nâng chất dạy .
0,1,kiến_thức .
0,1,cường ôn_tập kiểm_tra doubledot sinh_viên thử đề kiểm_tra .
0,1,thể trường kế_hoạch thành_lập câu lạc_bộ tiếng sinh_viên_ngoại_ngữ tiếng nhật tiếng trung .
2,0,cười_duyên học_sinh .
2,1,rèn kỹ_năng viết kỹ_năng hoạt_động tương_tác hiệu .
2,0,mong kỳ thầy dạy môn .
2,0,câu môn_học giúp học đỡ căng_thẳng trực_quan .
1,0,phàn_nàn giảng_viên .
0,2,phòng máy máy .
2,0,thầy dạy .
0,1,cập_nhật phương_pháp dạy phản_xạ hướng thú sinh_viên .
2,0,tích_cực giảng_dạy vui_vẻ .
0,1,trường_hợp_lý_thuyết học thực_hành .
0,0,dạy tận_tình dạy trách_nhiệm .
0,1,đề_cương môn_học ràng .
0,1,kỹ_năng học .
2,0,giảng_dạy nhiệt_tình .
0,0,dạy lắm kịp .
0,1,viết sách hướng thực_hành op .
2,0,hợp_lý .
2,0,thầy xuyên lớp giúp sinh_viên tiếp_thu .
2,0,giáo_viên nhiệt_tình giảng_dạy giúp truyền kiến_thức sinh_viên .
2,0,giảng_viên thân_thiện nhiệt_tình giảng_dạy hướng thực_hành giải_đáp thắc_mắc sinh_viên .
0,0,giảng_viên đi dạy xuyên .
2,0,cung kiến_thức giúp sinh_viên định_hướng .
2,0,cố dạy .
2,0,tiết thầy giảng sinh_viên kiến_thức môn lập_trình giúp sinh_viên giải_đáp thắc_mắc tập nâng .
0,0,coi thi .
2,0,học_tập thoải_mái thầy tâm_lý sinh_viên .
2,1,tập lý_thuyết .
2,0,thầy đi .
0,1,bù môn_học trùng tiết vắng tiết .
2,0,học tiếc học .
2,0,hoạt_động giúp tụi chủ_động kiến_thức ghi học sâu .
0,0,nghỉ học bù sinh_viên .
0,2,sửa_chữa linh_kiện phòng máy wzjwz chuột hư .
0,0,mail tập thực_hành sinh_viên .
2,0,cung kiến_thức .
2,0,giảng_dạy nhiệt_tình hiệu .
0,2,tài_liệu sinh_viên .
0,2,âm phòng học wzjwz thầy micro .
2,0,thầy dạy tận_tâm kiến_thức chuyên_môn cực .
2,3,thông_báo lịch thi web môn_học .
2,0,tận_tình .
0,0,đôi giảng hơi .
0,1,đề_cương đổi phân trọng_tâm môn_học đọc rộng .
0,0,lớp hiệu điện_thoại nghỉ dạy .
2,0,giảng_viên trọng nội_dung môn_học nhiệt_tình .
0,0,giáo_viên nghỉ dạy .
0,1,ví_dụ .
2,0,nhiệt_tình đề_cương .
0,0,thầy giảng lớp lớp giọng thầy .
1,3,kiến .
0,1,trách thầy wzjwz lỗi da lịch học thực_hành chậm_trễ .
2,0,nhiệt_tình hiệu lớp .
0,0,mong thầy ôn sửa dạng tập kỳ thi .
2,0,giảng thâm thúy giúp sinh_viên dàng .
2,1,cung kiến_thức chương_trình dạy .
2,0,sinh_viên cốt_lõi môn_học .
0,0,học thông_báo nghỉ xác .
2,0,thầy dạy nhiệt_tình thân_thiện sinh_viên .
1,3,
2,0,giảng vui .
2,0,giáo_án ngắn_gọn dạy_học nhiệt_tình .
2,0,thầy giảng_dạy nhiệt_tình sửa tập kỹ .
0,1,môn_học môn lý_thuyết slide .
0,1,mong trường sinh_viên nghiên_cứu .
0,2,thực_hành_trang trang_thiết mua switch router hub bridge phòng học bụi nòng đi vdotv .
0,1,tập sửa tập lớp tiếp_thu sâu hiệu .
0,0,thầy deadline trễ ràng .
0,2,phòng máy sót .
0,1,doubledot sinh_viên tiếp_cận môn_học chuyên_ngành nội_dung giảng giảng_viên giải tiếng việt .
0,1,kiến_thức học .
2,0,giảng_viên dạy tiếp_thu .
0,0,giảng_viên dạy sinh_viên .
0,0,sinh_viên .
0,0,truyền giảng_viên thu_hút sinh_viên lắm .
0,0,nán thầy đi bảo .
0,1,chỗ hơi thầy dạy thầy giải .
2,1,giảng thu_hút .
1,0,giọng thầy lắm .
2,0,giảng viến sinh_viên .
2,0,giảng_viên tận_tụy giảng_dạy vận_dụng học thực_tiễn giúp sinh_viên nắm ràng kiến_thức .
2,0,giảng_viên giảng_dạy nhiệt_tình chi_tiết slide giảng tập .
2,3,chúc thành_công .
0,0,giảng .
2,3,học .
2,0,dạy nhiệt_tình vui .
2,1,tập thầy .
0,1,kiến chủ_quan giảng_dạy tiếng lớp chất thiết_thực trình_độ tiếng lớp hiệu học_tập lớp kém .
0,0,đôi dạy hơi chán thu_hút học_sinh .
0,1,đề thi kỳ bám sát tập lớp .
0,0,giảng_viên tập_hợp_lý giảng_viên giành chút sưu_tầm tập chương thi .
0,0,thầy tương_tác sinh_viên .
0,0,thầy trọng truyền sinh_viên .
0,0,giảng thầy lắm hơi tùy_hứng .
2,3,thương hiền .
2,0,thầy vui_vẻ dạy .
2,0,giảng_viên trình_bày slide tập độ chữa tập chi_tiết nhiệt_tình .
2,0,thầy nhiệt_tình sinh_viên .
0,0,giảng_viên slide giảng giảng .
0,3,câu xác học .
0,0,thầy đoạn video ngắn luyện học_sinh .
2,0,nội_dung .
0,1,đề thi vòng phút code hoàn game .
2,0,thầy trọng trọng_tâm vui .
2,0,giáo_viên sinh_viên giảng_dạy tân tình chút lắng sinh_viên tài_liệu cập_nhật học_sinh_viên tư kém kịp nản bê ngủ môn .
2,0,nhiệt_tình giúp_đỡ sinh_viên giảng_dạy .
0,1,kiến_thức .
0,3,kênh liên_lạc sinh_viên giảng_viên sinh_viên thông_báo giảng_viên .
2,0,tâm_huyết nhiệt_tình chu_đáo .
2,0,nội_dung học động_lực .
2,0,thầy dạy nhiệt_tình đầu_tư sinh_viên đi tham_quan .
0,0,slide giảng chậm chương .
0,0,thầy đi trễ sinh_viên tập lớp dạng thầy .
2,0,thầy giảng kỹ .
0,1,thực_hành_lý_thuyết đi tiến_độ .
2,0,thầy liên_hệ thực_tiễn .
0,0,thầy hệ_thống course thông_báo tức học_sinh .
2,0,giảng_viên nhiệt_tình tận_tâm sinh_viên .
0,0,giáo_viên gửi tài_liệu hơi chậm .
2,0,giảng_viên thân_thiện nhiệt_tình giảng_dạy .
0,0,tập kêu đi .
0,1,đặc_thù môn_học ghi phấn tiết tập tuyệt_đối máy_chiếu giảng .
1,1,văn môn lĩnh_vực công học_tập .
2,0,wzjwz giảng .
2,0,dạy nhiệt_tình tâm nghề đề_nghị_trường khen_thưởng kiếm giảng_viên .
2,0,thầy cực_kỳ tận_tâm cực_kỳ nhiệt_tình .
0,1,cập_nhật_đổi môn_học chương_trình đào .
0,0,giảng lý_thuyết hơi .
0,0,giảng_viên hạn_chế slide hướng sinh_viên .
2,1,danh .
2,0,thầy dạy .
0,1,trường thi văn đầu .
0,0,thắc_mắc giáo_viên thực_hành giải_đáp .
2,0,wzjwz tận_tâm nhiệt_tình giảng_dạy giải_đáp thắc_mắc .
0,0,tập hơi .
0,1,nội_dung lan_man áp_dụng .
2,0,thầy thương đẹp_trai kiến_thức chuyên_môn tận_tâm nhiệt_tình thắc_mắc sinh_viên yêu thầy hy_vọng thầy môn_học .
2,0,nhiệt_tình tận_tâm sẵn_sàng giải thắc_mắc sinh_viên .
2,0,thầy dạy nhiệt_tình sẵn_sàng giải_đáp thắc_mắc .
0,1,thú_vị cải_thiện khả_năng giao_tiếp tiếng .
2,0,chúc thầy thành_công .
2,0,thầy giảng thầy đừng lo sinh_viên đa thụ_động dám .
2,0,giảng_viên nhiệt_tình thân_thiện vui trình_độ .
